
itm_no_item|INVALID ITEM 
itm_astraea_manifest|阿 丝 塔 莉 娅 之 证 
itm_astraea_manifest_pl|阿 丝 塔 莉 娅 之 证 
itm_sarleon_short_halberd|烈 狮 境 短 戟 
itm_sarleon_short_halberd_pl|烈 狮 境 短 戟 
itm_full_plate_armor_2|全 身 板 甲 
itm_full_plate_armor_2_pl|全 身 板 甲 
itm_full_plate_armor_2|全 身 板 甲 
itm_full_plate_armor_2_pl|全 身 板 甲 
itm_full_plate_armor_2|全 身 板 甲 
itm_full_plate_armor_2_pl|全 身 板 甲 
itm_full_plate_armor_3|带 护 喉 全 身 板 甲 
itm_full_plate_armor_3_pl|带 护 喉 全 身 板 甲 
itm_full_plate_armor_4|带 护 喉 全 身 板 甲 
itm_full_plate_armor_4_pl|带 护 喉 全 身 板 甲 
itm_anaconda_heavy_plate|巨 蟒 重 型 板 甲 
itm_anaconda_heavy_plate_pl|巨 蟒 重 型 板 甲 
itm_cobra_plate_enhance|眼 镜 蛇 骑 士 板 甲 
itm_cobra_plate_enhance_pl|眼 镜 蛇 骑 士 板 甲 
itm_one_handed_long_battle_axe|巨 蟒 长 柄 斧 
itm_one_handed_long_battle_axe_pl|巨 蟒 长 柄 斧 
itm_melitine_scale_armor_with_cape|带 披 风 马 里 廷 鳞 甲 
itm_melitine_scale_armor_with_cape_pl|带 披 风 马 里 廷 鳞 甲 
itm_melitine_imperial_guard_shield|马 里 廷 大 盾 
itm_melitine_imperial_guard_shield_pl|马 里 廷 大 盾 
itm_phoenix_helmet_3|饰 羽 凤 凰 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_phoenix_helmet_3_pl|饰 羽 凤 凰 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_phoenix_helmet_4|饰 羽 凤 凰 夏 雷 尔 盔 
itm_phoenix_helmet_4_pl|饰 羽 凤 凰 夏 雷 尔 盔 
itm_phoenix_helmet_5|饰 羽 凤 凰 简 易 夏 雷 尔 盔 
itm_phoenix_helmet_5_pl|饰 羽 凤 凰 简 易 夏 雷 尔 盔 
itm_phoenix_helmet_6|凤 凰 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_phoenix_helmet_6_pl|凤 凰 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_phoenix_helmet_7|凤 凰 夏 雷 尔 盔 
itm_phoenix_helmet_7_pl|凤 凰 夏 雷 尔 盔 
itm_phoenix_helmet_8|简 易 凤 凰 夏 雷 尔 盔 
itm_phoenix_helmet_8_pl|简 易 凤 凰 夏 雷 尔 盔 
itm_phoenix_helmet_9|饰 羽 凤 凰 开 面 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_phoenix_helmet_9_pl|饰 羽 凤 凰 开 面 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_phoenix_helmet_10|饰 羽 凤 凰 开 面 夏 雷 尔 盔 
itm_phoenix_helmet_10_pl|饰 羽 凤 凰 开 面 夏 雷 尔 盔 
itm_phoenix_helmet_11|饰 羽 简 易 凤 凰 开 面 夏 雷 尔 盔 
itm_phoenix_helmet_11_pl|饰 羽 简 易 凤 凰 开 面 夏 雷 尔 盔 
itm_phoenix_helmet_12|凤 凰 开 面 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_phoenix_helmet_12_pl|凤 凰 开 面 夏 雷 尔 盔 （ 带 喉 甲 ） 
itm_phoenix_helmet_13|凤 凰 开 面 夏 雷 尔 盔 
itm_phoenix_helmet_13_pl|凤 凰 开 面 夏 雷 尔 盔 
itm_phoenix_helmet_14|简 易 凤 凰 开 面 夏 雷 尔 盔 
itm_phoenix_helmet_14_pl|简 易 凤 凰 开 面 夏 雷 尔 盔 
itm_long_phoenix_knight_lance|凤 凰 加 长 骑 士 枪 
itm_long_phoenix_knight_lance_pl|凤 凰 加 长 骑 士 枪 
itm_melitine_long_battle_axe|马 里 廷 长 柄 战 斧 
itm_melitine_long_battle_axe_pl|马 里 廷 长 柄 战 斧 
itm_veccavia_white_eagle_surcoat|菲 卡 维 亚 白 鹰 罩 袍 
itm_veccavia_white_eagle_surcoat_pl|菲 卡 维 亚 白 鹰 罩 袍 
itm_byz_cavalry_breastplate_a|马 里 廷 重 型 胸 甲 
itm_byz_cavalry_breastplate_a_pl|马 里 廷 重 型 胸 甲 
itm_byz_cavalry_breastplate_b|马 里 廷 重 型 胸 甲 
itm_byz_cavalry_breastplate_b_pl|马 里 廷 重 型 胸 甲 
itm_byz_cavalry_breastplate_c|马 里 廷 重 型 胸 甲 
itm_byz_cavalry_breastplate_c_pl|马 里 廷 重 型 胸 甲 
itm_byz_cavalry_breastplate_d|马 里 廷 重 型 胸 甲 
itm_byz_cavalry_breastplate_d_pl|马 里 廷 重 型 胸 甲 
itm_barclay_pikeman_light_breastplate|巴 克 利 轻 型 胸 甲 
itm_barclay_pikeman_light_breastplate_pl|巴 克 利 轻 型 胸 甲 
itm_barclay_pikeman_breastplate|巴 克 利 胸 甲 
itm_barclay_pikeman_breastplate_pl|巴 克 利 胸 甲 
itm_empire_halberd_2|帝 国 长 戟 
itm_empire_halberd_2_pl|帝 国 长 戟 
itm_halberd|长 戟 
itm_halberd_pl|长 戟 
itm_horse5gc|重 装 灰 片 甲 军 马 II 
itm_horse5gc_pl|重 装 灰 片 甲 军 马 II 
itm_koningur's_armor|菲 尔 兹 威 国 王 战 铠 
itm_koningur's_armor_pl|菲 尔 兹 威 国 王 战 铠 
itm_full_plate_armor_5|金 饰 全 身 板 甲 
itm_full_plate_armor_5_pl|金 饰 全 身 板 甲 
itm_full_plate_armor_6|黑 色 全 身 板 甲 
itm_full_plate_armor_6_pl|黑 色 全 身 板 甲 
itm_priestess_high_armor_2|高 阶 毒 刃 手 护 甲 
itm_priestess_high_armor_2_pl|高 阶 毒 刃 手 护 甲 
itm_priestess_armor_2|毒 刃 手 护 甲 
itm_priestess_armor_2_pl|毒 刃 手 护 甲 
itm_priestess_boots_2|毒 刃 手 靴 
itm_priestess_boots_2_pl|毒 刃 手 靴 
itm_foreign_cavalry_mask_helmet_1|外 族 垂 饰 面 具 盔 
itm_foreign_cavalry_mask_helmet_1_pl|外 族 垂 饰 面 具 盔 
itm_foreign_cavalry_mask_helmet_2|外 族 骑 兵 面 具 盔 
itm_foreign_cavalry_mask_helmet_2_pl|外 族 骑 兵 面 具 盔 
itm_Wind_GM_helm|托 巴 酋 长 面 巾 盔 
itm_Wind_GM_helm_pl|托 巴 酋 长 面 巾 盔 
itm_Wind_GM_cape|带 披 风 德 夏 御 风 者 护 甲 
itm_Wind_GM_cape_pl|带 披 风 德 夏 御 风 者 护 甲 
itm_Silver_GM|圣 辉 银 板 甲 
itm_Silver_GM_pl|圣 辉 银 板 甲 
itm_Silver_GM_cape|带 披 风 圣 辉 银 板 甲 
itm_Silver_GM_cape_pl|带 披 风 圣 辉 银 板 甲 
itm_hafted_blade_c|外 族 骑 兵 长 刀
itm_hafted_blade_c_pl|外 族 骑 兵 长 刀
itm_iron_simple_sallet_with_yellow_feather|饰 黄 羽 铁 制 简 易 夏 雷 尔 盔 （ 单 羽 ） 
itm_iron_simple_sallet_with_yellow_feather_pl|饰 黄 羽 铁 制 简 易 夏 雷 尔 盔 （ 单 羽 ） 
itm_iron_simple_sallet_with_yellow_feathers|饰 黄 羽 铁 制 简 易 夏 雷 尔 盔 （ 三 羽 ） 
itm_iron_simple_sallet_with_yellow_feathers_pl|饰 黄 羽 铁 制 简 易 夏 雷 尔 盔 （ 三 羽 ） 
itm_iron_sallet_with_yellow_feathers|饰 黄 羽 铁 制 夏 雷 尔 盔 （ 三 羽 ） 
itm_iron_sallet_with_yellow_feathers_pl|饰 黄 羽 铁 制 夏 雷 尔 盔 （ 三 羽 ） 
itm_iron_simple_sallet_with_red_feather|饰 红 羽 铁 制 简 易 夏 雷 尔 盔 （ 单 羽 ） 
itm_iron_simple_sallet_with_red_feather_pl|饰 红 羽 铁 制 简 易 夏 雷 尔 盔 （ 单 羽 ） 
itm_iron_simple_sallet_with_red_feathers|饰 红 羽 铁 制 简 易 夏 雷 尔 盔 （ 三 羽 ） 
itm_iron_simple_sallet_with_red_feathers_pl|饰 红 羽 铁 制 简 易 夏 雷 尔 盔 （ 三 羽 ） 
itm_iron_sallet_with_red_feather|饰 红 羽 铁 制 夏 雷 尔 盔 （ 单 羽 ） 
itm_iron_sallet_with_red_feather_pl|饰 红 羽 铁 制 夏 雷 尔 盔 （ 单 羽 ） 
itm_iron_sallet_with_red_feathers|饰 红 羽 铁 制 夏 雷 尔 盔 （ 三 羽 ） 
itm_iron_sallet_with_red_feathers_pl|饰 红 羽 铁 制 夏 雷 尔 盔 （ 三 羽 ） 
itm_steel_simple_sallet_with_yellow_feather|饰 黄 羽 钢 制 简 易 夏 雷 尔 盔 （ 单 羽 ） 
itm_steel_simple_sallet_with_yellow_feather_pl|饰 黄 羽 钢 制 简 易 夏 雷 尔 盔 （ 单 羽 ） 
itm_steel_simple_sallet_with_yellow_feathers|饰 黄 羽 钢 制 简 易 夏 雷 尔 盔 （ 三 羽 ） 
itm_steel_simple_sallet_with_yellow_feathers_pl|饰 黄 羽 钢 制 简 易 夏 雷 尔 盔 （ 三 羽 ） 
itm_steel_sallet_with_yellow_feather|饰 黄 羽 钢 制 夏 雷 尔 盔 （ 单 羽 ） 
itm_steel_sallet_with_yellow_feather_pl|饰 黄 羽 钢 制 夏 雷 尔 盔 （ 单 羽 ） 
itm_steel_simple_sallet_with_red_feathers|饰 红 羽 钢 制 简 易 夏 雷 尔 盔 （ 三 羽 ） 
itm_steel_simple_sallet_with_red_feathers_pl|饰 红 羽 钢 制 简 易 夏 雷 尔 盔 （ 三 羽 ） 
itm_steel_sallet_with_red_feather|饰 红 羽 钢 制 夏 雷 尔 盔 （ 单 羽 ） 
itm_steel_sallet_with_red_feather_pl|饰 红 羽 钢 制 夏 雷 尔 盔 （ 单 羽 ）
itm_snake_reflex_bow|蛇 教 反 曲 弓 
itm_snake_reflex_bow_pl|蛇 教 反 曲 弓 
itm_surcoat_18|黑 黄 四 分 锁 子 甲 罩 袍 
itm_surcoat_18_pl|黑 黄 四 分 锁 子 甲 罩 袍 
itm_griffon_plate_1|狮 鹫 骑 士 板 甲 
itm_griffon_plate_1_pl|狮 鹫 骑 士 板 甲 
itm_griffon_plate_cape_1|带 披 风 狮 鹫 骑 士 板 甲 
itm_griffon_plate_cape_1_pl|带 披 风 狮 鹫 骑 士 板 甲 
itm_gryphon_warhorse_black|黑 衣 狮 鹫 铁 蹄 
itm_gryphon_warhorse_black_pl|黑 衣 狮 鹫 铁 蹄 
itm_helmet_molded_great_griffon|铸 造 狮 鹫 桶 盔 
itm_helmet_molded_great_griffon_pl|铸 造 狮 鹫 桶 盔 
itm_ebony_winged_great_helmet|乌 木 狮 鹫 桶 盔 
itm_ebony_winged_great_helmet_pl|乌 木 狮 鹫 桶 盔 
itm_griffon_warbeast|狮 鹫 板 甲 战 马 
itm_griffon_warbeast_pl|狮 鹫 板 甲 战 马 
itm_ebony_armored_warhorse|乌 木 板 甲 战 马 
itm_ebony_armored_warhorse_pl|乌 木 板 甲 战 马 
itm_griffon_banner_black|狮 鹫 旗 帜 枪 
itm_griffon_banner_black_pl|狮 鹫 旗 帜 枪 
itm_ebony_griffon_plate_armor|乌 木 狮 鹫 板 甲 
itm_ebony_griffon_plate_armor_pl|乌 木 狮 鹫 板 甲 
itm_ebony_griffon_plate_armor_cape|带 披 风 乌 木 狮 鹫 板 甲 
itm_ebony_griffon_plate_armor_cape_pl|带 披 风 乌 木 狮 鹫 板 甲 
itm_shield_kite_griffon_ornate|华 丽 狮 鹫 筝 形 盾 
itm_shield_kite_griffon_ornate_pl|华 丽 狮 鹫 筝 形 盾 
itm_heater_shield_41|金 色 狮 鹫 扇 形 盾 
itm_heater_shield_41_pl|金 色 狮 鹫 扇 形 盾 
itm_strange_rune_dagger|神 奇 符 印 匕 首 
itm_strange_rune_dagger_pl|神 奇 符 印 匕 首 
itm_sapphire_rune_dagger|蓝 宝 石 符 印 匕 首 
itm_sapphire_rune_dagger_pl|蓝 宝 石 符 印 匕 首 
itm_ruby_rune_dagger|红 宝 石 符 印 匕 首 
itm_ruby_rune_dagger_pl|红 宝 石 符 印 匕 首 
itm_emerald_rune_dagger|翡 翠 符 印 匕 首 
itm_emerald_rune_dagger_pl|翡 翠 符 印 匕 首 
itm_strange_rune_bastard_sword|神 奇 符 印 手 半 剑 
itm_strange_rune_bastard_sword_pl|神 奇 符 印 手 半 剑 
itm_saphire_rune_bastard_sword|蓝 宝 石 符 印 手 半 剑 
itm_saphire_rune_bastard_sword_pl|蓝 宝 石 符 印 手 半 剑 
itm_ruby_rune_bastard_sword|红 宝 石 符 印 手 半 剑 
itm_ruby_rune_bastard_sword_pl|红 宝 石 符 印 手 半 剑 
itm_emerald_rune_bastard_sword|翡 翠 符 印 手 半 剑 
itm_emerald_rune_bastard_sword_pl|翡 翠 符 印 手 半 剑 
itm_strange_rune_two-handed_axe|神 奇 符 印 双 手 斧 
itm_strange_rune_two-handed_axe_pl|神 奇 符 印 双 手 斧 
itm_sapphire_rune_two-handed_axe|蓝 宝 石 符 印 双 手 斧 
itm_sapphire_rune_two-handed_axe_pl|蓝 宝 石 符 印 双 手 斧 
itm_ruby_rune_two-handed_axe|红 宝 石 符 印 双 手 斧 
itm_ruby_rune_two-handed_axe_pl|红 宝 石 符 印 双 手 斧 
itm_emerald_rune_two-handed_axe|翡 翠 符 印 双 手 斧 
itm_emerald_rune_two-handed_axe_pl|翡 翠 符 印 双 手 斧 
itm_strange_rune_hammer|神 奇 符 印 战 锤 
itm_strange_rune_hammer_pl|神 奇 符 印 战 锤 
itm_saphire_rune_hammer|蓝 宝 石 符 印 战 锤 
itm_saphire_rune_hammer_pl|蓝 宝 石 符 印 战 锤 
itm_ruby_rune_hammer|红 宝 石 符 印 战 锤 
itm_ruby_rune_hammer_pl|红 宝 石 符 印 战 锤 
itm_emerald_rune_hammer|翡 翠 符 印 战 锤 
itm_emerald_rune_hammer_pl|翡 翠 符 印 战 锤 
itm_strange_rune_lance|神 奇 符 印 骑 枪 
itm_sapphire_rune_lance|蓝 宝 石 符 印 骑 枪 
itm_ruby_rune_lance|红 宝 石 符 印 骑 枪 
itm_emerald_rune_lance|翡 翠 符 印 骑 枪 
itm_strange_rune_spear|神 奇 符 印 矛 
itm_strange_rune_spear_pl|神 奇 符 印 矛 
itm_sapphire_rune_spear|蓝 宝 石 符 印 矛 
itm_sapphire_rune_spear_pl|蓝 宝 石 符 印 矛 
itm_ruby_rune_spear|红 宝 石 符 印 矛 
itm_ruby_rune_spear_pl|红 宝 石 符 印 矛 
itm_emerald_rune_spear|翡 翠 符 印 矛 
itm_emerald_rune_spear_pl|翡 翠 符 印 矛 
itm_strange_rune_throwing_spears|神 奇 符 印 投 矛 
itm_strange_rune_throwing_spears_pl|神 奇 符 印 投 矛 
itm_sapphire_rune_throwing_spears|蓝 宝 石 符 印 投 矛 
itm_sapphire_rune_throwing_spears_pl|蓝 宝 石 符 印 投 矛 
itm_ruby_rune_throwing_spears|红 宝 石 符 印 投 矛 
itm_ruby_rune_throwing_spears_pl|红 宝 石 符 印 投 矛 
itm_emerald_rune_throwing_spears|翡 翠 符 印 投 矛 
itm_emerald_rune_throwing_spears_pl|翡 翠 符 印 投 矛 
itm_strange_rune_throwing_daggers|神 奇 符 印 投 掷 匕 首 
itm_strange_rune_throwing_daggers_pl|神 奇 符 印 投 掷 匕 首 
itm_sapphire_rune_throwing_daggers|蓝 宝 石 符 印 投 掷 匕 首 
itm_sapphire_rune_throwing_daggers_pl|蓝 宝 石 符 印 投 掷 匕 首 
itm_ruby_rune_throwing_daggers|红 宝 石 符 印 投 掷 匕 首 
itm_ruby_rune_throwing_daggers_pl|红 宝 石 符 印 投 掷 匕 首 
itm_emerald_rune_throwing_daggers|翡 翠 符 印 投 掷 匕 首 
itm_emerald_rune_throwing_daggers_pl|翡 翠 符 印 投 掷 匕 首 
itm_strange_rune_throwing_dirks|神 奇 符 印 飞 刀 
itm_strange_rune_throwing_dirks_pl|神 奇 符 印 飞 刀 
itm_sapphire_rune_throwing_dirks|蓝 宝 石 符 印 飞 刀 
itm_sapphire_rune_throwing_dirks_pl|蓝 宝 石 符 印 飞 刀 
itm_ruby_rune_throwing_dirks|红 宝 石 符 印 飞 刀 
itm_ruby_rune_throwing_dirks_pl|红 宝 石 符 印 飞 刀 
itm_emerald_rune_throwing_dirks|翡 翠 符 印 飞 刀 
itm_emerald_rune_throwing_dirks_pl|翡 翠 符 印 飞 刀 
itm_strange_rune_crossbow|神 奇 符 印 弩 
itm_strange_rune_crossbow_pl|神 奇 符 印 弩 
itm_saphire_rune_crossbow|蓝 宝 石 符 印 弩 
itm_saphire_rune_crossbow_pl|蓝 宝 石 符 印 弩 
itm_ruby_rune_crossbow|红 宝 石 符 印 弩 
itm_ruby_rune_crossbow_pl|红 宝 石 符 印 弩 
itm_emerald_rune_crossbow|翡 翠 符 印 弩 
itm_emerald_rune_crossbow_pl|翡 翠 符 印 弩 
itm_sharpshooter_bolts|蛇 教 淬 毒 弩 矢 
itm_sharpshooter_bolts_pl|蛇 教 淬 毒 弩 矢 
itm_sentinel_arrows|蛇 教 淬 毒 箭 
itm_sentinel_arrows_pl|蛇 教 淬 毒 箭 
itm_strange_rune_shield|神 奇 符 印 盾 
itm_strange_rune_shield_pl|神 奇 符 印 盾 
itm_sapphire_rune_shield|蓝 宝 石 符 印 盾 
itm_sapphire_rune_shield_pl|蓝 宝 石 符 印 盾 
itm_ruby_rune_shield|红 宝 石 符 印 盾 
itm_ruby_rune_shield_pl|红 宝 石 符 印 盾 
itm_emerald_rune_shield|翡 翠 符 印 盾 
itm_emerald_rune_shield_pl|翡 翠 符 印 盾 
itm_strange_rune_horse|神 奇 符 印 甲 战 马 
itm_strange_rune_horse_pl|神 奇 符 印 甲 战 马 
itm_sapphire_rune_horse|蓝 宝 石 符 印 甲 战 马 
itm_sapphire_rune_horse_pl|蓝 宝 石 符 印 甲 战 马 
itm_ruby_rune_horse|红 宝 石 符 印 甲 战 马 
itm_ruby_rune_horse_pl|红 宝 石 符 印 甲 战 马 
itm_emerald_rune_horse|翡 翠 符 印 甲 战 马 
itm_emerald_rune_horse_pl|翡 翠 符 印 甲 战 马 
itm_silver_rune_plate|神 奇 符 印 银 甲 
itm_silver_rune_plate_pl|神 奇 符 印 银 甲 
itm_silver_sapphire_rune_plate|蓝 宝 石 符 印 银 甲 
itm_silver_sapphire_rune_plate_pl|蓝 宝 石 符 印 银 甲 
itm_silver_ruby_rune_plate|红 宝 石 符 印 银 甲 
itm_silver_ruby_rune_plate_pl|红 宝 石 符 印 银 甲 
itm_silver_emerald_rune_plate|翡 翠 符 印 银 甲 
itm_silver_emerald_rune_plate_pl|翡 翠 符 印 银 甲 
itm_silver_rune_plate_cape|带 披 风 神 奇 符 印 银 甲 
itm_silver_rune_plate_cape_pl|带 披 风 神 奇 符 印 银 甲 
itm_silver_sapphire_rune_plate_cape|带 披 风 蓝 宝 石 符 印 银 甲 
itm_silver_sapphire_rune_plate_cape_pl|带 披 风 蓝 宝 石 符 印 银 甲 
itm_silver_ruby_rune_plate_cape|带 披 风 红 宝 石 符 印 银 甲 
itm_silver_ruby_rune_plate_cape_pl|带 披 风 红 宝 石 符 印 银 甲 
itm_silver_emerald_rune_plate_cape|带 披 风 翡 翠 符 印 银 甲 
itm_silver_emerald_rune_plate_cape_pl|带 披 风 翡 翠 符 印 银 甲 
itm_ebony_rune_plate|神 奇 符 印 乌 木 甲 
itm_ebony_rune_plate_pl|神 奇 符 印 乌 木 甲 
itm_ebony_sapphire_rune_plate|蓝 宝 石 符 印 乌 木 甲 
itm_ebony_sapphire_rune_plate_pl|蓝 宝 石 符 印 乌 木 甲 
itm_ebony_ruby_rune_plate|红 宝 石 符 印 乌 木 甲 
itm_ebony_ruby_rune_plate_pl|红 宝 石 符 印 乌 木 甲 
itm_ebony_emerald_rune_plate|翡 翠 符 印 乌 木 甲 
itm_ebony_emerald_rune_plate_pl|翡 翠 符 印 乌 木 甲 
itm_ebony_rune_plate_cape|带 披 风 神 奇 符 印 乌 木 甲 
itm_ebony_rune_plate_cape_pl|带 披 风 神 奇 符 印 乌 木 甲 
itm_ebony_sapphire_rune_plate_cape|带 披 风 蓝 宝 石 符 印 乌 木 甲 
itm_ebony_sapphire_rune_plate_cape_pl|带 披 风 蓝 宝 石 符 印 乌 木 甲 
itm_ebony_ruby_rune_plate_cape|带 披 风 红 宝 石 符 印 乌 木 甲 
itm_ebony_ruby_rune_plate_cape_pl|带 披 风 红 宝 石 符 印 乌 木 甲 
itm_ebony_emerald_rune_plate_cape|带 披 风 翡 翠 符 印 乌 木 甲 
itm_ebony_emerald_rune_plate_cape_pl|带 披 风 翡 翠 符 印 乌 木 甲 
itm_azure_sapphire_rune_plate|蓝 宝 石 符 印 天 蓝 甲 
itm_azure_sapphire_rune_plate_pl|蓝 宝 石 符 印 天 蓝 甲 
itm_bronze_ruby_rune_plate|红 宝 石 符 印 黄 铜 甲 
itm_bronze_ruby_rune_plate_pl|红 宝 石 符 印 黄 铜 甲 
itm_viridian_emerald_rune_plate|翡 翠 符 印 墨 玉 甲 
itm_viridian_emerald_rune_plate_pl|翡 翠 符 印 墨 玉 甲 
itm_azure_sapphire_rune_plate_cape|带 披 风 蓝 宝 石 符 印 天 蓝 甲 
itm_azure_sapphire_rune_plate_cape_pl|带 披 风 蓝 宝 石 符 印 天 蓝 甲 
itm_bronze_ruby_rune_plate_cape|带 披 风 红 宝 石 符 印 黄 铜 甲 
itm_bronze_ruby_rune_plate_cape_pl|带 披 风 红 宝 石 符 印 黄 铜 甲 
itm_viridian_emerald_rune_plate_cape|带 披 风 翡 翠 符 印 墨 玉 甲 
itm_viridian_emerald_rune_plate_cape_pl|带 披 风 翡 翠 符 印 墨 玉 甲 
itm_amethyst_rune_plate|紫 水 晶 符 印 甲 
itm_amethyst_rune_plate_pl|紫 水 晶 符 印 甲 
itm_amber_rune_plate|绛 琥 珀 符 印 甲 
itm_amber_rune_plate_pl|绛 琥 珀 符 印 甲 
itm_jade_rune_plate|绿 松 石 符 印 甲 
itm_jade_rune_plate_pl|绿 松 石 符 印 甲 
itm_amethyst_rune_plate_cape|带 披 风 紫 水 晶 符 印 甲 
itm_amethyst_rune_plate_cape_pl|带 披 风 紫 水 晶 符 印 甲 
itm_amber_rune_plate_cape|带 披 风 琥 珀 符 印 甲 
itm_amber_rune_plate_cape_pl|带 披 风 琥 珀 符 印 甲 
itm_jade_rune_plate_cape|带 披 风 绿 松 石 符 印 甲 
itm_jade_rune_plate_cape_pl|带 披 风 绿 松 石 符 印 甲 
itm_Kraken_platemail|克 拉 肯 带 甲 裙 重 型 板 甲 
itm_Kraken_platemail_pl|克 拉 肯 带 甲 裙 重 型 板 甲 
itm_Kraken_platemail_cape|带 披 风 克 拉 肯 带 甲 裙 重 型 板 甲 
itm_Kraken_platemail_cape_pl|带 披 风 克 拉 肯 带 甲 裙 重 型 板 甲 
itm_phoenix_plate_with_cape|带 披 风 凤 凰 骑 士 重 型 板 甲 
itm_phoenix_plate_with_cape_pl|带 披 风 凤 凰 骑 士 重 型 板 甲 
itm_Phoenix_GM|凤 凰 骑 士 长 重 型 板 甲 
itm_Phoenix_GM_pl|凤 凰 骑 士 长 重 型 板 甲 
itm_Phoenix_GM_cape|带 披 风 凤 凰 骑 士 长 重 型 板 甲 
itm_Phoenix_GM_cape_pl|带 披 风 凤 凰 骑 士 长 重 型 板 甲 
itm_Phoenix_GM_bl|凤 凰 骑 士 大 团 长 重 型 板 甲 
itm_Phoenix_GM_bl_pl|凤 凰 骑 士 大 团 长 重 型 板 甲 
itm_Phoenix_GM_bl_cape|带 披 风 凤 凰 骑 士 大 团 长 重 型 板 甲 
itm_Phoenix_GM_bl_cape_pl|带 披 风 凤 凰 骑 士 大 团 长 重 型 板 甲 
itm_Phoenix_GM_helm_bl|浴 火 凤 凰 开 面 盔 
itm_Phoenix_GM_helm_bl_pl|浴 火 凤 凰 开 面 盔 
itm_Scorpion_GM|天 蝎 札 甲 
itm_Scorpion_GM_pl|天 蝎 札 甲 
itm_Scorpion_GM_helm|带 兜 帽 刺 客 头 盔 
itm_Scorpion_GM_helm_pl|带 兜 帽 刺 客 头 盔 
itm_Wolf_GM|幽 影 狼 毛 皮 护 甲 
itm_Wolf_GM_pl|幽 影 狼 毛 皮 护 甲 
itm_Wolf_GM2|幽 影 狼 毛 皮 护 甲 
itm_Wolf_GM2_pl|幽 影 狼 毛 皮 护 甲 
itm_sorry_im_berserk_helm|幽 影 狼 抛 光 覆 面 盔 
itm_sorry_im_berserk_helm_pl|幽 影 狼 抛 光 覆 面 盔 
itm_Wolf_GM2_helm|幽 影 狼 覆 面 盔 
itm_Wolf_GM2_helm_pl|幽 影 狼 覆 面 盔 
itm_Wolf_GM_helm_open|幽 影 狼 开 面 盔 
itm_Wolf_GM_helm_open_pl|幽 影 狼 开 面 盔 
itm_Hammer_GM|乌 木 骑 士 金 饰 重 型 板 甲 
itm_Hammer_GM_pl|乌 木 骑 士 金 饰 重 型 板 甲 
itm_Hammer_GM_cape|带 披 风 乌 木 骑 士 金 饰 重 型 板 甲 
itm_Hammer_GM_cape_pl|带 披 风 乌 木 骑 士 金 饰 重 型 板 甲 
itm_Eventide_GM|黄 昏 骑 士 带 甲 裙 重 型 板 甲 
itm_Eventide_GM_pl|黄 昏 骑 士 带 甲 裙 重 型 板 甲 
itm_Eventide_GM_cape|带 披 风 黄 昏 骑 士 带 甲 裙 重 型 板 甲 
itm_Eventide_GM_cape_pl|带 披 风 黄 昏 骑 士 带 甲 裙 重 型 板 甲 
itm_Hammer_GM_helm|黑 色 饰 黑 羽 圆 顶 中 头 盔 （ 打 开 ） 
itm_Hammer_GM_helm_pl|黑 色 饰 黑 羽 圆 顶 中 头 盔 （ 打 开 ） 
itm_Eventide_GM_helm|黄 昏 骑 士 兜 帽 桶 盔 
itm_Eventide_GM_helm_pl|黄 昏 骑 士 兜 帽 桶 盔 
itm_Eventide_GM_helm_cape|带 披 风 黄 昏 骑 士 兜 帽 桶 盔 
itm_Eventide_GM_helm_cape_pl|带 披 风 黄 昏 骑 士 兜 帽 桶 盔 
itm_Clarion_GM|巡 林 者 精 锐 重 型 板 甲 
itm_Clarion_GM_pl|巡 林 者 精 锐 重 型 板 甲 
itm_Clarion_GM_cape|带 披 风 巡 林 者 精 锐 重 型 板 甲 
itm_Clarion_GM_cape_pl|带 披 风 巡 林 者 精 锐 重 型 板 甲 
itm_Clarion_Silver|巡 林 者 板 甲 
itm_Clarion_Silver_pl|巡 林 者 板 甲 
itm_Clarion_GM_helm|绿 色 垂 饰 圆 顶 中 头 盔 （ 打 开 ） 
itm_Clarion_GM_helm_pl|绿 色 垂 饰 圆 顶 中 头 盔 （ 打 开 ） 
itm_Raven_GM|深 蓝 色 华 丽 带 甲 裙 重 型 板 甲 
itm_Raven_GM_pl|深 蓝 色 华 丽 带 甲 裙 重 型 板 甲 
itm_Raven_GM_cape|带 披 风 深 蓝 色 华 丽 带 甲 裙 重 型 板 甲 
itm_Raven_GM_cape_pl|带 披 风 深 蓝 色 华 丽 带 甲 裙 重 型 板 甲 
itm_Raven_GM_helm|饰 羽 掀 面 桶 盔 （ 打 开 ） 
itm_Raven_GM_helm_pl|饰 羽 掀 面 桶 盔 （ 打 开 ） 
itm_Dragon_GM|龙 骑 士 乌 木 重 型 板 甲 
itm_Dragon_GM_pl|龙 骑 士 乌 木 重 型 板 甲 
itm_Dragon_GM_helm_1|凛 鸦 境 乌 木 武 装 盔 
itm_Dragon_GM_helm_1_pl|凛 鸦 境 乌 木 武 装 盔 
